url	first_seen	portal	title	company	status	location	fingerprint	posted_at	trust_score	trust_flags	normalized_company
http://block.xyz/careers/jobs/5243440008?gh_jid=5243440008	2026-07-29	greenhouse-api	Senior Machine Learning Engineer, Applied AI Quality	Block	added	Bay Area, CA, United States of America		2026-07-15			block
https://instacart.careers/job/?gh_jid=7967233	2026-07-29	greenhouse-api	Director of Product, Agentic Commerce	Instacart	added	United States - Remote		2026-05-29			instacart
https://instacart.careers/job/?gh_jid=7793391	2026-07-29	greenhouse-api	Senior Applied Scientist II, Ads Optimization	Instacart	added	United States - Remote		2026-04-08			instacart
https://careers.roblox.com/jobs/7655346?gh_jid=7655346	2026-07-29	greenhouse-api	Principal/Senior Machine Learning Scientist - Search and Discovery	Roblox	added	San Mateo, CA, United States		2026-02-26			roblox
https://sailpoint.wd1.myworkdayjobs.com/sailpoint/job/Remote-Netherlands/Agentic-Technology-Specialist-Sales-Executive_R013810	2026-07-29	workday-api	Agentic Technology Specialist Sales Executive	SailPoint	added	2 Locations		2026-07-13			sailpoint
https://sailpoint.wd1.myworkdayjobs.com/sailpoint/job/Remote-South-Korea/Strategic-Account-Executive---Agentic-Technology-Specialist_R013677	2026-07-29	workday-api	Strategic Account Executive - Agentic Technology Specialist	SailPoint	added	Remote (South Korea)		2026-07-06			sailpoint
https://sailpoint.wd1.myworkdayjobs.com/sailpoint/job/Remote-Melbourne-Australia/Agentic-Technology-Specialist_R013676-1	2026-07-29	workday-api	Agentic Technology Specialist	SailPoint	added	Remote (Melbourne, Australia)		2026-07-02			sailpoint
https://sailpoint.wd1.myworkdayjobs.com/sailpoint/job/Remote-Japan/Principal-Solutions-Consultant_R013365	2026-07-29	workday-api	Principal Agentic Technologist	SailPoint	added	Remote (Japan)		2026-07-01			sailpoint
https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers/job/USA---Remote-TX/Professional-Services-Technical-Operations-Engineer---Agentic-AI--Remote-_R29102	2026-07-29	workday-api	Professional Services Technical Operations Engineer - Agentic AI (Remote)	CrowdStrike	added	2 Locations		2026-07-28			crowdstrike
https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers/job/USA---Remote/Senior-AI-Infrastructure-Engineer--LLM-AI-Platforms_R29213	2026-07-29	workday-api	Sr. AI Infrastructure Engineer, LLM/AI Platforms (Remote)	CrowdStrike	added	USA - Remote		2026-07-28			crowdstrike
https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers/job/USA---Remote/Data-Scientist--Remote-_R29082-1	2026-07-29	workday-api	AI Research Scientist, Agentic Systems (Remote)	CrowdStrike	added	USA - Remote		2026-07-28			crowdstrike
https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers/job/USA---Remote/Principal-Data-Engineer--LLM-AI-Platforms--Remote-_R28829	2026-07-29	workday-api	Principal Data Engineer, LLM/AI Platforms (Remote)	CrowdStrike	added	7 Locations		2026-07-28			crowdstrike
https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers/job/USA---Austin-TX/Sr-Engineer-II--EPICS--NG-SIEM--Hybrid-_R28391	2026-07-29	workday-api	Sr. SRE II - Agentic SOC, NG-SIEM (Hybrid)	CrowdStrike	added	USA - Austin, TX		2026-07-28			crowdstrike
https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers/job/USA---Remote/VP--Agentic-Systems_R26401	2026-07-29	workday-api	Vice President, Agentic Systems	CrowdStrike	added	USA - Remote		2026-07-28			crowdstrike
https://boards.greenhouse.io/andurilindustries/jobs/5148079007?gh_jid=5148079007	2026-07-29	greenhouse-api	2027 Software Engineer Intern	Anduril Industries	added	Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States		2026-06-10			anduril industries
https://boards.greenhouse.io/andurilindustries/jobs/5179749007?gh_jid=5179749007	2026-07-29	greenhouse-api	Research Scientist	Anduril Industries	added	Fort Collins, Colorado, United States		2026-07-02			anduril industries
https://boards.greenhouse.io/andurilindustries/jobs/5178398007?gh_jid=5178398007	2026-07-29	greenhouse-api	Research Scientist, Battlespace Awareness	Anduril Industries	added	Broomfield, Colorado, United States; Fort Collins, Colorado, United States		2026-07-01			anduril industries
https://boards.greenhouse.io/andurilindustries/jobs/5178314007?gh_jid=5178314007	2026-07-29	greenhouse-api	Research Scientist, Battlespace Awarenss	Anduril Industries	added	Waltham, Massachusetts, United States		2026-07-01			anduril industries
https://boards.greenhouse.io/andurilindustries/jobs/5150296007?gh_jid=5150296007	2026-07-29	greenhouse-api	Senior Research Scientist	Anduril Industries	added	Broomfield, Colorado, United States; Fort Collins, Colorado, United States		2026-05-29			anduril industries
https://boards.greenhouse.io/andurilindustries/jobs/5178340007?gh_jid=5178340007	2026-07-29	greenhouse-api	Senior Research Scientist, Battlespace Awareness	Anduril Industries	added	Broomfield, Colorado, United States		2026-07-01			anduril industries
https://boards.greenhouse.io/andurilindustries/jobs/5178401007?gh_jid=5178401007	2026-07-29	greenhouse-api	Senior Research Scientist, Target Tracking	Anduril Industries	added	Broomfield, Colorado, United States; Fort Collins, Colorado, United States		2026-07-01			anduril industries
https://boards.greenhouse.io/andurilindustries/jobs/5184726007?gh_jid=5184726007	2026-07-29	greenhouse-api	Software Engineer, Agentic Modeling & Simulation	Anduril Industries	added	Costa Mesa, California, United States		2026-07-10			anduril industries
